### MDS_metrics-bray-species_profiles_pneumonia.csv

"","SampleID","Axis.1","Axis.2","SamplingSite"
"s__Corynebacterium_striatum",-0.564402578668273,0.199534663068618,-0.0773420658931994,0.136215175548242,-0.120403598192901,-0.0351803314380467,0.0897977751957034,-0.200038541074418,-0.0890753498462665,-0.167573976869376,-0.00855857571020359,0.0984402377441193,-0.0451029620270219,0.0441745139783001,0.0807780039129494,-0.0418550777997727,0.0508794037617079,-0.110161508802613,-0.0744819709362797,0.0839739815590956,-0.0352434348813357,-0.00252926367047507,0.0128758527105629,0.0400330169354962,-0.0318741976123006,-0.104201333757801,0.0588287789012107,-0.00659329655156461,0.0579553981846042,0.00810081153063716,-0.0135080227430318,0.00333690928924423,0.0863771144694311,0.0312098302715729,0.094325551357789,0.0589922062722028,-0.0109771741836291,-0.00045707270973065,0.0290003347606669,0.0281447272631798,-0.00388109616856469,-0.0161245351382876,-0.0721969938021374,0.0357462701923282,-0.047771619338769,-0.0507492422399577,-0.0734271389070746,0.0447206152533933,-0.0445507661649395,-0.00518580104190047,-0.0864987717256737,-0.0904932448229114,-0.0386306134596232,0.043071160928189,0.0325135110921959,-0.0426761137895298,0.0193845788515758,-0.011628057383058,0.0450894153278946,0.0230303077178189,0.0520673414766696,0.0763529754529935,-0.0166732161911054,0.0306740493518653,0.109693249218294,-0.11488741485163,-0.146764056350664,-0.0674381357431104,0.0855168564069163,-0.0810599792337474,0.0770254600448693,0.0769185991465124,-0.0849230193725524,0.095959464281194,0.0252198619176346,0.0189196296859361,0.0293574234085926,0.119503072910577,-0.00893311652206977,-0.011670925250295,-0.0119761502155572,0.0570034162431312,0.0939042265122936,-0.00415428080732172,0.00358284458951951,-0.0233300498137977,-0.0275607404621988,0.101106171903832,-0.0299055474690459,0.0753212405777182,-0.119308970082885,0.136141137662736,0.0141726694250418,0.00321827774955784,-0.110707835397209,0.253123017809725,0.0941730150227517,0.113928789107126,0.0236231909617349,-0.104743226794365,0.120293286133328,-0.177817420355391,-0.147279188398208,-0.0292924200656982,0.00555897100888429,-0.0494865362787144,-0.0334626485148744,-0.181123546523917,-0.0712379034900272,-0.0423166833035977,-0.143827357459441,0.0961218776535486,0.15103736820776,-0.101846194805178,-0.0644493180899896,-0.109019221157349,-0.0256337654575073,-0.0431096032629299,0.169208396737268,0.118068199178639,-0.0775254332522446,0.13291784143687,-0.0269663177382256,-0.186841666615284,0.0511577028870204,-0.160134040985595,-0.147158397614792,-0.0233718696794772,0.288204446710999,-0.337137006570615,-0.226264884043821,-0.180596750768292,0.133027201301895,-0.145433571125785,-0.104700638472149,0.0914004256427049,0.121476401242753,0.375672935004779,-0.117397671999986,0.0222255516468553,-0.175898172769601,-0.0760213434969976,0.215624611680937,0.225634483539971,0.0219869015337994,0.195813811187428,-0.108690946467418,-0.331396183033801,"s__Corynebacterium_striatum"
"s__Acinetobacter_baumannii",0.29364326392532,0.497286592450592,-0.0601894471299362,0.164048050858129,-0.0540918010211153,0.0305210042743611,-0.0366250356129998,-0.0602098016100639,-0.0233414775381898,-0.0638270214930587,-0.221641278557571,-0.0105429261399343,0.0119209044057789,0.141195082524658,0.0486413630985573,0.035839423087912,-0.0504484443527698,0.0209377329810706,-0.0129605900663822,-0.0384371205173076,0.0162125311169516,0.0125088642414139,-0.0482314419187335,-0.0206754156242951,-0.0249904454888977,-0.0101520336233503,-0.0159506489379128,0.0286950492768311,-0.0872996638001629,-0.0391192341995441,0.0458422887425982,0.00296078040397557,-0.0600388031960326,0.0310621759642095,-0.0284316875510564,0.0485296123401569,-0.0224380181621629,-0.00849606419529432,-0.0303384090773248,0.00488460424366041,-0.0150975415441553,-0.0386986879687957,0.133076066182024,0.00156547991518074,0.0667344191023393,-0.063303467121302,0.0686586691569346,-0.0262805701973224,0.0171649457410212,-0.0532459287469216,0.00989871593887398,0.00596565023960345,-0.0461035106822217,0.0588776643140647,-0.1129126478856,-0.0825986911783447,0.0367481133387717,0.0560941978252188,-0.0690301906800917,0.00324832439805457,0.0124874632744349,-0.0725821805659412,-0.0188628390792907,-0.0307411649885368,-0.0254981490592749,-0.0221747895237671,0.0959850998677801,0.18009784322354,-0.0287242165773478,0.0262764186113423,0.0538609794339477,0.0712849098174392,-0.201918347245162,-0.0739534310423454,-0.0458874499393573,-0.0470156882339529,0.0177994475469306,-0.0582219350236701,0.0262613845563319,-0.0467343566915905,-0.188112342638015,0.0370425526828997,0.222774807194065,-0.164966594782871,0.0128405131571899,-0.147975892051211,0.141670302676448,0.100634875522271,-0.0127338975773815,-0.0378468100970232,-0.0464049108527594,0.0618394704966053,-0.0154595271260501,0.00336142138231725,-0.0672337841820951,-0.12974814034295,0.0386914412041601,-0.0352224296910703,0.0127646300661348,0.00584364969135394,-0.12723014193966,0.0495061315391075,0.0817739116182586,0.0641213213740115,0.0821833512656851,-0.104037588573141,0.0633983605390043,-0.0442905919106869,-0.0678836006211084,-0.0381774308833447,0.114106616054703,0.0853597075018382,-0.0259357268434248,0.0944037381862468,0.115267590667634,0.0787740517838993,-0.150235890168838,0.0759212328090122,-0.0348985353765627,0.079754060100864,0.147447026109064,-0.0333322976533889,0.187875735309421,0.00376776540737609,0.0277653670105836,-0.0492466914683191,0.0353518425872756,0.0269466644714563,-0.158373829042544,-0.0256635693304974,0.0145247036571962,0.0747857783028338,-0.173731704726673,0.128671192139946,0.0881261455744364,-0.0910460599951415,0.108101291911555,0.0718224507267685,0.025665523392356,-0.0384280400465374,0.286534804863449,-0.0627625426536618,-0.134998737745178,-0.71492857343916,0.403845816484689,0.152642048983973,-0.237247814256067,-0.315787721669287,"s__Acinetobacter_baumannii"
"s__Klebsiella_pneumoniae",0.0743414245003267,-0.224940566741023,-0.368252731629714,0.20326929296993,-0.125648749502758,0.0891993986766479,-0.0820894596329439,-0.00654472856881473,-0.00102942703604728,0.0075512826172149,0.00969491394154597,0.101982320172975,0.0134952099265138,0.083470647156111,-0.0226570464917004,0.0243863451464518,0.0136737347271696,0.123852253231885,-0.00847464769617017,0.0351754565475606,-0.0529598567010657,0.0836080093284075,0.0881576048823808,0.0413397526924237,-0.0699559835836871,-0.0253236895871805,-0.0296659114803892,0.104126930952731,0.0285745567997937,-0.0546572583410632,0.0413263596239891,-0.143968347318696,0.0362015610176783,-0.0682142431113892,0.00740840616418252,0.00169992747356281,-0.127260618329247,0.032944238130651,0.0222403356077736,0.0758383021774635,-0.0468088431991653,0.0266898718399166,-0.0114873657880727,0.101882146255313,-0.0840637402455478,0.0288069315343052,0.00171133458616307,-0.0754438716323274,-0.0133333110505407,-0.0048879866063927,-0.00100306699023733,0.0148216466042583,0.10629681635217,-0.0274067939534745,-0.0899317033087664,0.0122321962802834,-0.00684046070633124,-0.0143427085250429,0.00214513301689886,0.0730067833184006,-0.0121067713453864,0.004184513455225,0.000912039827277321,0.0111047158087627,0.0125941026293231,0.01989279451104,-0.048635402384541,0.0244859298565416,-0.0765401428814869,0.0911350378607097,-0.0478311812704436,-0.0525653913645351,0.0367385338561592,-0.0256973881830781,0.0302620700528053,0.00128204113568939,-0.0147435381934924,-0.0439482874392885,0.0126524967829127,-0.0553855276662703,0.0369406130762754,-0.0403090130684522,0.0394293219804062,0.0603382603425676,-0.0774779003543372,-0.0303991769538137,0.0310329198851126,0.00960991378227444,0.00526594264606015,0.0735759840211382,-0.0963614454048874,0.100611933735848,-0.0913931582083267,-0.0511063528256878,0.184262230533773,-0.0332791066097169,-0.0137621385453621,-0.0713139934758807,0.0698425845617946,0.0952289379655833,0.011023267302365,0.0240289083464082,0.0139459921349934,0.00307949685450845,-0.0516626323040537,0.132735053142987,-0.0558439381814714,-0.0121178266477994,0.111668086019681,-0.0937981270791986,0.0103392053050689,-0.0918929370814609,0.145433350108312,0.244197083609168,-0.0230143833645116,0.078508809661459,0.120823014036938,-0.0283931624437102,-0.0908464244274845,-0.0940289028811034,-0.277556003926424,-0.0663013708674136,0.174065419221107,0.291915853235324,0.0979647811585685,0.0691092011549033,-0.0200525128770958,-0.161159987308171,-0.121015022950912,0.204756342528283,0.0446314729928313,-0.0749822871215846,0.101456595296911,-0.199802439250866,0.0451024546888241,0.166175744615599,-0.164155558209074,-0.0880752667294435,0.0869324618328582,0.27050244654162,-0.168833721126913,-0.0796546931005286,0.700756077960251,0.532708384099751,-0.310181596313937,-0.374002719708939,0.044884383332401,-0.233160992819534,"s__Klebsiella_pneumoniae"
"s__Pseudomonas_aeruginosa_group",0.0498845766765346,-0.166088560494372,0.428198010378189,0.348203335644647,-0.156741444780603,0.0149779466034683,-0.0195361643900857,0.0127137844508166,0.00253512725097631,-0.0167485318359365,-0.0256175875432582,0.0565782206316546,0.0156919859953356,0.0273480537985761,0.0363711868078539,0.00484335905610217,-0.0123071278984119,-0.0436734603489308,-0.00903687505519483,0.0152501296746381,-0.0448363501761833,0.0488053430836576,-0.0712356404437714,-0.0353181933392573,0.0194527690458288,-0.0255822403076618,0.0110217906034177,-0.00815318619326648,0.144790197903343,-0.052085961915705,0.031130790790144,-0.0661510790184282,-0.0454607860282184,-0.00647675937156667,-0.0151101206442109,0.043769969507771,-0.0526216670414785,0.0423060903108618,0.0474271912757004,0.0735927749347146,-0.040229111026779,0.0574309791610653,-0.0283351471281292,-0.0618248645562198,0.0718655364453392,-0.0299089185971667,0.0481845503100012,-0.0634367139943691,0.175481053873837,0.0311357914308556,-0.034696547235105,0.0111626961726853,-0.12291418367598,-0.0410525668879409,0.0312548332122097,-0.0523665745978744,-0.0193738469238998,-0.278231163644972,0.0743304075636791,-0.0589266702578181,0.129972316438911,-0.102301771761793,0.0115663407970268,0.00439001409380077,0.0433076474448964,0.0259695631001381,0.0211317058144898,-0.00519052522838392,-0.0543282446074464,-0.00608915835217565,0.0228135863985159,-0.0165835537949648,-0.0035055859196022,0.0243533151892497,0.032096744491852,-0.0334511791757271,0.0306932976046417,-0.0320153802214044,-0.0334776183294467,-0.0283101162025812,0.0154686890884016,-0.0110274660796838,-0.0115792557318304,-0.0154165822101339,0.12480928337263,-0.0243768845886431,-0.00880910938081712,-0.0901677500272455,-0.0759192113106968,-0.0473197276692201,-0.0632542966300997,-0.0498366208203719,0.114555890158159,-0.00220360934397706,0.0668648199792055,-0.0133357065748798,-0.0266203099610447,-0.0586718678524137,0.105579096432171,-0.000607867304105187,0.0181696998086093,-0.0588389139623115,-0.00489355978324736,-0.121094406371542,0.102476513655315,-0.0911199723365511,-0.0024411509803106,-0.0281294786178271,0.135547012071294,-0.138921027819219,-0.0623993413989325,0.096588625541124,-0.184759335742375,-0.0172374229865108,0.0247501980646922,0.0800836234658731,-0.00319817691269453,-0.0215437011452872,-0.0395461242890041,0.0240777627921989,0.0770422926338712,-0.0174398799942313,-0.115937404659616,0.0107497068021507,0.0832353352310031,0.0369482783668206,-0.0502033504367398,-0.024657512290709,-0.15969451690892,-0.130880034208518,-0.124189137696421,0.0296310101727358,-0.0323952222866598,-0.0686383506075502,0.00799638659294128,0.101747832171451,0.071648782769053,0.0942143293045967,0.171821671908236,0.12398528334437,-0.16773471469294,-0.0842565091886039,-0.258160391964349,0.157370386458441,-0.0782928218659315,-0.0819913159511497,-0.0180003729549794,0.0507371233222783,"s__Pseudomonas_aeruginosa_group"

### MDS_metrics-bray+species_abundance-species_pneumonia.csv
SampleID,Axis.1,Axis.2,SamplingSite,variable,value
Sample343,-0.368137132464351,0.0374511221197196,Hospital-B,s__Corynebacterium_striatum,53.5657
Sample399,-0.455012560658401,0.0693493279842554,Hospital-B,s__Corynebacterium_striatum,76.64023
Sample322,-0.479507812301825,0.0833615340711129,Hospital-B,s__Corynebacterium_striatum,93.24438
Sample344,0.0031696281132151,-0.102718551754259,Hospital-B,s__Corynebacterium_striatum,14.69784
Sample400,0.168045235314987,-0.178361959964794,Hospital-B,s__Corynebacterium_striatum,0.0
Sample345,0.168065896911272,-0.178469490385911,Hospital-B,s__Corynebacterium_striatum,0.0
Sample401,0.168060616484062,-0.178380462403165,Hospital-B,s__Corynebacterium_striatum,0.0
Sample323,0.168061357729136,-0.178378316890506,Hospital-B,s__Corynebacterium_striatum,0.0
Sample324,0.168144328657842,-0.178250080454879,Hospital-B,s__Corynebacterium_striatum,0.0
Sample325,0.458173102157442,0.416911993434424,Hospital-B,s__Corynebacterium_striatum,0.0
Sample321,0.180104181610599,-0.155325703873485,Hospital-B,s__Corynebacterium_striatum,0.0
Sample149,0.194153612798675,-0.137260645123873,Hospital-C,s__Corynebacterium_striatum,0.0
Sample150,0.345263793727278,0.164894979798235,Hospital-C,s__Corynebacterium_striatum,0.0
Sample151,0.267783983473154,0.0497618510567779,Hospital-C,s__Corynebacterium_striatum,0.0
Sample152,-0.478701287221809,0.081798057056948,Hospital-C,s__Corynebacterium_striatum,93.24535
Sample153,0.382523279606512,0.215184704168483,Hospital-C,s__Corynebacterium_striatum,0.0
Sample92,0.316036960454985,0.0944442608841671,Hospital-C,s__Corynebacterium_striatum,0.13942
Sample93,0.245655160463659,-0.0351496244073151,Hospital-C,s__Corynebacterium_striatum,0.53195
Sample94,0.433250990552868,0.320368067333372,Hospital-C,s__Corynebacterium_striatum,0.10807
Sample95,0.458924170394698,0.420965520306709,Hospital-C,s__Corynebacterium_striatum,0.00243
Sample456,0.133741951600204,-0.149176280144447,Hospital-C,s__Corynebacterium_striatum,0.0
Sample457,0.458949632562185,0.420940602354334,Hospital-C,s__Corynebacterium_striatum,0.0
Sample458,0.458815707928995,0.421037028268722,Hospital-C,s__Corynebacterium_striatum,0.0
Sample48,0.386382845460836,0.214487274302159,Hospital-C,s__Corynebacterium_striatum,0.0
Sample49,0.240129771056642,-0.440727337089436,Hospital-C,s__Corynebacterium_striatum,0.19384
Sample81,0.435510950648086,0.423384807735052,Hospital-C,s__Corynebacterium_striatum,1.95201
Sample82,-0.481472952149815,0.0866731242816477,Hospital-C,s__Corynebacterium_striatum,100.0
Sample83,0.328189506890788,0.44092629713371,Hospital-C,s__Corynebacterium_striatum,10.54934
Sample84,-0.481472952149815,0.0866731242816476,Hospital-C,s__Corynebacterium_striatum,100.0
Sample85,0.396572647450183,0.313775435931248,Hospital-C,s__Corynebacterium_striatum,5.20887
Sample86,0.392108185506226,0.198499964579356,Hospital-C,s__Corynebacterium_striatum,4.83732
Sample173,-0.186385110824049,-0.152521728308244,Hospital-B,s__Corynebacterium_striatum,35.44928
Sample174,-0.290816940508821,-0.0804081815615876,Hospital-B,s__Corynebacterium_striatum,49.57625
Sample175,-0.480460839371083,0.0851645529981047,Hospital-B,s__Corynebacterium_striatum,99.44815
Sample176,-0.471283130559854,0.0651809293313221,Hospital-B,s__Corynebacterium_striatum,92.92378
Sample177,-0.243293336011653,0.0386160056665948,Hospital-B,s__Corynebacterium_striatum,51.81263
Sample178,-0.0847018831452298,-0.19856944188475,Hospital-B,s__Corynebacterium_striatum,24.74995
Sample179,-0.45594909767434,0.0507074787242471,Hospital-B,s__Corynebacterium_striatum,86.10478
Sample180,0.162012413192515,-0.180114716737702,Hospital-B,s__Corynebacterium_striatum,0.9384
Sample181,0.163310149167807,-0.185714904848211,Hospital-B,s__Corynebacterium_striatum,0.68919
Sample182,-0.218692368548922,-0.0224874264002642,Hospital-B,s__Corynebacterium_striatum,37.54289
Sample183,0.18049925901079,-0.31641023750641,Hospital-B,s__Corynebacterium_striatum,1.3996
Sample184,0.34160293283994,0.126186496569552,Hospital-B,s__Corynebacterium_striatum,4.93171
Sample185,0.182813349363878,-0.329380465663702,Hospital-B,s__Corynebacterium_striatum,0.0
Sample383,0.222987739803871,-0.435256368298223,Hospital-B,s__Corynebacterium_striatum,0.0
Sample422,0.125911060524164,-0.163822525655874,Hospital-B,s__Corynebacterium_striatum,0.19138
Sample305,-0.451334292629839,0.0684604399765043,Hospital-B,s__Corynebacterium_striatum,75.63949
Sample306,0.232504231202279,-0.443895691267458,Hospital-B,s__Corynebacterium_striatum,0.04445
Sample352,-0.481472952149815,0.0866731242816474,Hospital-B,s__Corynebacterium_striatum,100.0
Sample396,0.139130439265782,-0.137771905837395,Hospital-B,s__Corynebacterium_striatum,0.0
Sample397,-0.481472952149815,0.0866731242816474,Hospital-B,s__Corynebacterium_striatum,100.0
Sample353,-0.476759481786539,0.0889878484234547,Hospital-B,s__Corynebacterium_striatum,92.80785
Sample398,-0.479753654259205,0.0880665283047205,Hospital-B,s__Corynebacterium_striatum,97.31767
Sample395,0.180390020021661,-0.273929756433098,Hospital-B,s__Corynebacterium_striatum,0.0
Sample162,0.133860572064486,-0.147511952796605,Hospital-C,s__Corynebacterium_striatum,0.0
Sample163,0.472724310255469,0.354803563669854,Hospital-C,s__Corynebacterium_striatum,0.00112
Sample101,-0.288993548569886,0.30600029880683,Hospital-C,s__Corynebacterium_striatum,73.27583
Sample158,-0.468049970744771,0.0964838298382539,Hospital-C,s__Corynebacterium_striatum,94.14479
Sample159,-0.481472952149815,0.0866731242816472,Hospital-C,s__Corynebacterium_striatum,100.0
Sample160,-0.476638564493759,0.0848326220511942,Hospital-C,s__Corynebacterium_striatum,91.80419
Sample161,-0.481472952149815,0.0866731242816472,Hospital-C,s__Corynebacterium_striatum,100.0
Sample70,-0.369798224752941,0.12276846694605,Hospital-C,s__Corynebacterium_striatum,63.65592
Sample71,-0.217959314989472,0.0873779796193495,Hospital-C,s__Corynebacterium_striatum,39.14436
Sample73,0.293494250215264,0.318419758220825,Hospital-C,s__Corynebacterium_striatum,7.66189
Sample138,0.458911716248318,0.421045958375851,Hospital-C,s__Corynebacterium_striatum,0.0
Sample139,0.474909044115758,0.331872724121276,Hospital-C,s__Corynebacterium_striatum,0.0
Sample291,0.117008818909829,-0.15946242074405,Hospital-B,s__Corynebacterium_striatum,1.35992
Sample402,0.122499939079189,-0.145516499365307,Hospital-B,s__Corynebacterium_striatum,1.24797
Sample292,0.125963955641906,-0.163006636036814,Hospital-B,s__Corynebacterium_striatum,0.0
Sample403,-0.467615128693866,0.0766299511776851,Hospital-B,s__Corynebacterium_striatum,87.30026
Sample385,-0.243564241555466,-0.0076516763120138,Hospital-B,s__Corynebacterium_striatum,36.04521
Sample293,-0.466114903358304,0.0731426039762647,Hospital-B,s__Corynebacterium_striatum,82.46002
Sample294,-0.480871369140718,0.0835357453240941,Hospital-B,s__Corynebacterium_striatum,95.96613
Sample295,-0.481356005292303,0.0864520981264047,Hospital-B,s__Corynebacterium_striatum,99.59746
Sample296,-0.481472952149815,0.0866731242816472,Hospital-B,s__Corynebacterium_striatum,100.0
Sample297,-0.480131137152071,0.0840475788763369,Hospital-B,s__Corynebacterium_striatum,97.4703
Sample298,-0.480781775274604,0.0862573142513869,Hospital-B,s__Corynebacterium_striatum,98.91446
Sample299,-0.479131524209988,0.0813913881355064,Hospital-B,s__Corynebacterium_striatum,91.77731
Sample300,-0.481236248629319,0.0865273861122103,Hospital-B,s__Corynebacterium_striatum,97.2984
Sample64,0.189239697741372,-0.344440115119533,Hospital-C,s__Corynebacterium_striatum,0.0
Sample65,0.183033737007607,-0.329560066753157,Hospital-C,s__Corynebacterium_striatum,0.0
Sample66,0.185863904463085,-0.323711513972459,Hospital-C,s__Corynebacterium_striatum,0.0
Sample67,0.259115316716167,-0.191660489372903,Hospital-C,s__Corynebacterium_striatum,0.0
Sample69,0.458330760639913,0.420128385205263,Hospital-C,s__Corynebacterium_striatum,0.0
Sample165,0.176529501176096,-0.0689043529217109,Hospital-C,s__Corynebacterium_striatum,0.0
Sample436,0.454021197763355,0.414590540089139,Hospital-C,s__Corynebacterium_striatum,0.0
Sample433,0.173977107490916,-0.324174217064088,Hospital-C,s__Corynebacterium_striatum,0.9226
Sample434,0.182813349363879,-0.329380465663702,Hospital-C,s__Corynebacterium_striatum,0.0
Sample261,-0.183877185283871,-0.0194410842669187,Hospital-B,s__Corynebacterium_striatum,29.03201
Sample262,-0.477722559404847,0.0888219597455511,Hospital-B,s__Corynebacterium_striatum,94.01924
Sample263,-0.283018806067657,0.319675907333448,Hospital-B,s__Corynebacterium_striatum,74.05335
Sample264,0.311653050163563,0.446706772002003,Hospital-B,s__Corynebacterium_striatum,12.00674
Sample265,0.444507316160814,0.381586346472986,Hospital-B,s__Corynebacterium_striatum,1.91169
Sample105,-0.141601687858025,-0.0772618966593005,Hospital-C,s__Corynebacterium_striatum,25.91449
Sample106,-0.0146326451596091,-0.124143715091602,Hospital-C,s__Corynebacterium_striatum,13.80813
Sample107,0.100989464773422,-0.127536578899437,Hospital-C,s__Corynebacterium_striatum,4.97003
Sample108,-0.014422347182272,-0.126642009636453,Hospital-C,s__Corynebacterium_striatum,13.72454
Sample109,-0.0367743763301382,-0.12533478420721,Hospital-C,s__Corynebacterium_striatum,15.99691
Sample110,0.0371673005760071,-0.135601457580903,Hospital-C,s__Corynebacterium_striatum,8.95727
Sample111,0.0796780834633027,-0.184437801724625,Hospital-C,s__Corynebacterium_striatum,5.9283
Sample112,-0.0509929350015464,-0.113993149296222,Hospital-C,s__Corynebacterium_striatum,17.82937
Sample431,0.199177281314686,-0.335553687633589,Hospital-C,s__Corynebacterium_striatum,0.0
Sample441,0.361069803209708,-0.177201494722601,Hospital-C,s__Corynebacterium_striatum,0.0
Sample442,-0.0944099464413137,0.0947985661671163,Hospital-C,s__Corynebacterium_striatum,30.97405
Sample443,0.129229366656678,-0.143247602143623,Hospital-C,s__Corynebacterium_striatum,0.39044
Sample444,0.443179035128922,0.419348342304034,Hospital-C,s__Corynebacterium_striatum,1.30593
Sample432,0.320620501724516,0.300171935892843,Hospital-C,s__Corynebacterium_striatum,12.3509
Sample113,0.130662859739939,-0.172548602067883,Hospital-C,s__Corynebacterium_striatum,0.54557
Sample114,0.136450813635651,-0.174456065733373,Hospital-C,s__Corynebacterium_striatum,0.0
Sample115,0.273028071139606,0.0509298803037878,Hospital-C,s__Corynebacterium_striatum,0.22816
Sample116,0.450066321705459,0.40697289689935,Hospital-C,s__Corynebacterium_striatum,0.07266
Sample117,0.457518237406132,0.419202101939556,Hospital-C,s__Corynebacterium_striatum,0.0
Sample118,0.436207905369384,0.417969687412257,Hospital-C,s__Corynebacterium_striatum,1.60717
Sample429,-0.47792607973785,0.0855356380315862,Hospital-C,s__Corynebacterium_striatum,97.94717
Sample449,0.388875304237364,0.42983160424698,Hospital-C,s__Corynebacterium_striatum,5.62924
Sample450,-0.481099352328521,0.0869452665657921,Hospital-C,s__Corynebacterium_striatum,96.44434
Sample451,-0.377889841811047,0.0510401888324121,Hospital-C,s__Corynebacterium_striatum,55.81514
Sample452,0.118961310725557,-0.139841793091677,Hospital-C,s__Corynebacterium_striatum,1.04361
Sample430,-0.481472952149815,0.086673124281647,Hospital-C,s__Corynebacterium_striatum,100.0
Sample164,0.290187201746374,0.120547843766124,Hospital-C,s__Corynebacterium_striatum,0.25176
Sample379,0.0856584884284612,0.466589340338685,Hospital-B,s__Corynebacterium_striatum,31.80568
Sample380,0.0882756276387021,0.466548630892739,Hospital-B,s__Corynebacterium_striatum,31.54758
Sample334,0.455570561277232,0.421060431843114,Hospital-B,s__Corynebacterium_striatum,0.29765
Sample330,0.279920885977212,-0.30562969326438,Hospital-B,s__Corynebacterium_striatum,1.68961
Sample331,0.458143196415853,0.416901470068223,Hospital-B,s__Corynebacterium_striatum,0.0
Sample315,0.398860546943156,0.429001084946061,Hospital-B,s__Corynebacterium_striatum,4.9362
Sample316,0.458413965005836,0.41747602124169,Hospital-B,s__Corynebacterium_striatum,0.0
Sample317,0.458833554128172,0.418384325711112,Hospital-B,s__Corynebacterium_striatum,0.0
Sample318,0.438858866442987,0.390000498116212,Hospital-B,s__Corynebacterium_striatum,0.27139
Sample319,0.228233664753275,0.0186117097603013,Hospital-B,s__Corynebacterium_striatum,0.0
Sample320,0.280711658079473,0.110809034253968,Hospital-B,s__Corynebacterium_striatum,0.0
Sample302,-0.431200583745162,0.0633866159012877,Hospital-B,s__Corynebacterium_striatum,68.51686
Sample327,0.132729162169115,-0.146238979769678,Hospital-B,s__Corynebacterium_striatum,0.0
Sample326,0.157339659100051,-0.161855573709596,Hospital-B,s__Corynebacterium_striatum,0.0
Sample423,0.139965492558988,0.460177816122561,Hospital-B,s__Corynebacterium_striatum,26.56117
Sample328,-0.0181989454294102,0.343657212291369,Hospital-B,s__Corynebacterium_striatum,36.43351
Sample329,0.0672566678730864,0.324248724150311,Hospital-B,s__Corynebacterium_striatum,25.80668
Sample74,0.0954456812943502,0.465008256093076,Hospital-C,s__Corynebacterium_striatum,30.92764
Sample75,-0.416144705774737,0.149262496160999,Hospital-C,s__Corynebacterium_striatum,90.39867
Sample77,0.0882086483294003,0.455391551015558,Hospital-C,s__Corynebacterium_striatum,30.85786
Sample99,-0.370586337803935,0.224641604822599,Hospital-C,s__Corynebacterium_striatum,84.4115
Sample100,-0.288993548569886,0.30600029880683,Hospital-C,s__Corynebacterium_striatum,73.27583
Sample50,0.200783872337964,-0.378309086020951,Hospital-C,s__Corynebacterium_striatum,0.2447
Sample51,0.235339207298833,-0.479018452205358,Hospital-C,s__Corynebacterium_striatum,0.0
Sample52,0.182813349363878,-0.329380465663702,Hospital-C,s__Corynebacterium_striatum,0.0
Sample468,0.192145490701915,-0.419216138212393,Hospital-C,s__Corynebacterium_striatum,3.93605
Sample446,0.232899225640935,-0.44397831445695,Hospital-C,s__Corynebacterium_striatum,0.0
Sample448,0.225993601530178,-0.42648735104546,Hospital-C,s__Corynebacterium_striatum,0.0
Sample435,0.225356223899581,-0.0732771211173019,Hospital-C,s__Corynebacterium_striatum,0.0
Sample453,0.458707480277759,0.419441971148926,Hospital-C,s__Corynebacterium_striatum,0.0
Sample454,0.168620284048419,-0.101871545076344,Hospital-C,s__Corynebacterium_striatum,0.37336
Sample455,0.163663185400824,-0.161125246816497,Hospital-C,s__Corynebacterium_striatum,0.04294
Sample465,-0.461680396878126,0.06311869569112,Hospital-C,s__Corynebacterium_striatum,85.54761
Sample466,-0.366194963663391,-0.0495181443408125,Hospital-C,s__Corynebacterium_striatum,60.70986
Sample87,-0.0713170486386026,-0.261153982033773,Hospital-C,s__Corynebacterium_striatum,28.05625
Sample89,0.368666353115766,0.370276953844332,Hospital-C,s__Corynebacterium_striatum,7.5625
Sample90,0.126679675355298,-0.133118819925044,Hospital-C,s__Corynebacterium_striatum,1.15222
Sample91,0.122172769199367,0.263232572392236,Hospital-C,s__Corynebacterium_striatum,23.74682
Sample57,-0.480836506099379,0.0864618649057251,Hospital-C,s__Corynebacterium_striatum,98.25356
Sample58,-0.474067630578885,0.083513519168948,Hospital-C,s__Corynebacterium_striatum,95.27791
Sample59,-0.481472952149814,0.0866731242816469,Hospital-C,s__Corynebacterium_striatum,100.0
Sample60,-0.48101583766684,0.0864788887952258,Hospital-C,s__Corynebacterium_striatum,98.75377
Sample62,-0.472909455776216,0.0968521634846535,Hospital-C,s__Corynebacterium_striatum,98.92394
Sample63,-0.473422726250883,0.0713118683984878,Hospital-C,s__Corynebacterium_striatum,97.64088
Sample437,0.232466800995325,-0.44211262134432,Hospital-C,s__Corynebacterium_striatum,0.0
Sample461,0.052065474198761,-0.109755106095648,Hospital-C,s__Corynebacterium_striatum,7.33163
Sample462,0.183296913979417,-0.326103245591139,Hospital-C,s__Corynebacterium_striatum,0.0
Sample239,0.126338967643628,-0.162273406879418,Hospital-B,s__Corynebacterium_striatum,0.0
Sample242,0.23214454869101,-0.443987258791107,Hospital-B,s__Corynebacterium_striatum,0.0
Sample186,0.156920298716571,-0.125175542184368,Hospital-B,s__Corynebacterium_striatum,0.0
Sample187,0.450601585716912,0.40691907723319,Hospital-B,s__Corynebacterium_striatum,0.0
Sample188,-0.481447720935217,0.0865665377268519,Hospital-B,s__Corynebacterium_striatum,99.45722
Sample189,-0.481182860882905,0.0856401963966726,Hospital-B,s__Corynebacterium_striatum,99.7918
